file_id,serial_internal,serial,type,condition_group,global_credibility_source_feature,wrong_property_mass_prediction,shuffled_source_prediction,random_feature_1,random_feature_2,random_feature_3,random_feature_4,random_feature_5,random_feature_6
47627599,167,TP_k01_02,k,k|10|0.2,1.281449964585192,68.48625859999997,95.51141873161417,-0.586644734670225,0.06678646755173157,-0.4653306667066633,-1.1073035924139496,1.0624747178298006,0.308457656871945
47627620,057,TP_k01_01,k,k|10|0.2,1.281449964585192,68.4859603333333,95.51141873161417,1.0923628677394062,-1.636341388889582,-0.5944334962557108,0.988975589722097,1.184121792908587,-0.24225144877387617
47627656,012,TP_k01_03,k,k|10|0.2,1.2812329812139691,68.4626637666666,95.51141873161417,0.11967427258121463,0.6632282546223038,0.47914989301488925,-0.9142399429942203,0.4423200740474721,0.37092639397710125
47628241,070,TP_k01_04,k,k|10|0.2,1.3083429030086384,68.43241926666656,95.51141873161417,1.3893365655144034,-0.2998017698796277,0.36989208460999423,0.5522389681459073,2.134476106852544,-2.331256985515704
47628313,123,TP_k01_06,k,k|10|0.2,1.272415447746355,68.41235809999996,95.51141873161417,-0.46259976709017914,1.4927756947874458,0.40670313737601727,-0.7049357811891581,-1.1830587750678967,-1.092200455791928
47628373,168,TP_k01_05,k,k|10|0.2,1.281449964585192,68.4859603333333,95.51141873161417,-0.545344988616526,0.8719108539573729,0.8288165707191549,-0.4335291448628451,-0.21705096122752052,-0.0734102297012284
47627623,186,TP_k02_05,k,k|10|0.8,0.6340500625250924,68.27486493333323,97.9706154078562,0.3718695391764119,1.4171619257240102,0.7407712165938427,0.48804885514386653,0.8041777178637275,1.133104852637035
47627629,019,TP_k02_02,k,k|10|0.8,0.6340500625250924,68.26996593333321,97.9706154078562,-0.4393669766143195,0.39939956758021666,-0.3384465788329724,-0.3481675645575458,-1.0765333381166668,0.0679715404908217
47627638,131,TP_k02_01,k,k|10|0.8,0.6340500625250924,68.27791693333324,97.9706154078562,-0.04854637097016923,0.1535102797853301,2.0694479845989764,0.06011159269303819,-0.9277851290410887,0.3161163006743979
47627647,197,TP_k02_03,k,k|10|0.8,0.6340500625250924,68.27486493333323,97.9706154078562,0.6635870603131779,0.8807242132008393,0.79752110230744,1.0082178339238053,1.6334407436006388,0.6351513944852695
47628259,145,TP_k02_04,k,k|10|0.8,0.6340500625250924,68.27486493333323,97.9706154078562,-0.1594898786537673,0.38402068089963315,-0.7208999322883816,0.30178558949656814,-0.7933264502206261,0.6016526984588967
47628265,095,TP_k02_06,k,k|10|0.8,0.6340500625250924,68.27486493333323,97.9706154078562,1.623882993736867,-1.5942864228237419,-1.597483278828465,0.12965912073094676,-0.021581972617182244,-0.07774105867129148
