entity_id,plate,composition_cluster,size_matched_acid_oer_same_reaction_for_borg_wrong_mechanical_rank,size_matched_borg_wrong_mechanical_for_acid_oer_same_reaction_rank,coverage_matched_acid_oer_same_reaction_vs_borg_wrong_mechanical,size_matched_acid_oer_same_reaction_for_obelix_wrong_ionic_rank,size_matched_obelix_wrong_ionic_for_acid_oer_same_reaction_rank,coverage_matched_acid_oer_same_reaction_vs_obelix_wrong_ionic,size_matched_orr_adjacent_oxygen_electrocatalysis_for_borg_wrong_mechanical_rank,size_matched_borg_wrong_mechanical_for_orr_adjacent_oxygen_electrocatalysis_rank,coverage_matched_orr_adjacent_oxygen_electrocatalysis_vs_borg_wrong_mechanical,size_matched_orr_adjacent_oxygen_electrocatalysis_for_obelix_wrong_ionic_rank,size_matched_obelix_wrong_ionic_for_orr_adjacent_oxygen_electrocatalysis_rank,coverage_matched_orr_adjacent_oxygen_electrocatalysis_vs_obelix_wrong_ionic,size_matched_ocx_adjacent_electrocatalysis_for_borg_wrong_mechanical_rank,size_matched_borg_wrong_mechanical_for_ocx_adjacent_electrocatalysis_rank,coverage_matched_ocx_adjacent_electrocatalysis_vs_borg_wrong_mechanical,size_matched_ocx_adjacent_electrocatalysis_for_obelix_wrong_ionic_rank,size_matched_obelix_wrong_ionic_for_ocx_adjacent_electrocatalysis_rank,coverage_matched_ocx_adjacent_electrocatalysis_vs_obelix_wrong_ionic,skill_matched_acid_oer_same_reaction_control,skill_matched_acid_oer_same_reaction_wrong_rank,skill_gap_acid_oer_same_reaction,skill_matched_orr_adjacent_oxygen_electrocatalysis_control,skill_matched_orr_adjacent_oxygen_electrocatalysis_wrong_rank,skill_gap_orr_adjacent_oxygen_electrocatalysis,skill_matched_ocx_adjacent_electrocatalysis_control,skill_matched_ocx_adjacent_electrocatalysis_wrong_rank,skill_gap_ocx_adjacent_electrocatalysis
tri-oer-d079beee62a91fae7566,3496,tri-cluster-033,0.2013732686160767,0.7212027938913224,False,0.21877589676808334,0.6434828933349118,False,0.488575825736948,0.5282348762874394,False,0.6431869302711022,0.02509766781105718,False,0.2919971587545874,0.5166331241861015,True,0.3481709482656564,0.8479933704273707,False,obelix_wrong_ionic,0.019651947436959867,0.038600822559953785,obelix_wrong_ionic,0.019651947436959867,0.047923009976355235,obelix_wrong_ionic,0.019651947436959867,0.02989679007899848
tri-oer-a493c207820113e3b3d7,3496,tri-cluster-107,0.43115899135787855,0.49449508701314077,False,0.515449271930863,0.022966733751627798,False,0.565881378004025,0.37243991949804667,False,0.5875458742748905,0.32544098496507634,False,0.4952053983662839,0.2608026518290517,False,0.38830353971824316,0.6199834260684267,False,obelix_wrong_ionic,0.3673493548005209,0.038600822559953785,obelix_wrong_ionic,0.3673493548005209,0.047923009976355235,obelix_wrong_ionic,0.3673493548005209,0.02989679007899848
tri-oer-96041832af01ee229ea8,3496,tri-cluster-146,0.5964247661891796,0.6196282703918551,False,0.561856280336214,0.17982715757073517,False,0.6756244820646383,0.43826210488930983,False,0.6366757428672901,0.6230614419320469,False,0.31952172368888365,0.37824079554871554,False,0.5182905173434356,0.669350065111874,False,obelix_wrong_ionic,0.5395998579377294,0.038600822559953785,obelix_wrong_ionic,0.5395998579377294,0.047923009976355235,obelix_wrong_ionic,0.5395998579377294,0.02989679007899848
tri-oer-72c6198453613620ce22,3496,tri-cluster-191,0.33781224103231916,0.14028649224576772,False,0.513022374807624,0.03332544098496508,False,0.8225405469397419,0.0010654670297146917,False,0.971469160648751,0.19261276192731147,False,0.48904936663904347,0.0004735409020954185,False,0.33384633597727004,0.26109861489286135,False,obelix_wrong_ionic,0.1920208357996922,0.038600822559953785,obelix_wrong_ionic,0.1920208357996922,0.047923009976355235,obelix_wrong_ionic,0.1920208357996922,0.02989679007899848
tri-oer-c1fb21f0369d36dde123,3496,tri-cluster-217,0.5712087131525986,0.49638925062152245,False,0.5150941162542915,0.5636320587190718,False,0.07091275008878892,0.7199005564105599,False,0.21581626612998697,0.3106428317745945,False,0.5520303066177341,0.8128329584467858,False,0.512252870841719,0.791523617852492,False,obelix_wrong_ionic,0.29460163371611225,0.038600822559953785,obelix_wrong_ionic,0.29460163371611225,0.047923009976355235,obelix_wrong_ionic,0.29460163371611225,0.02989679007899848
tri-oer-bad911bc0e2a651c4cb8,3496,tri-cluster-166,0.5294187285426779,0.46264946134722384,False,0.45897951935598436,0.7380134959157097,False,0.20717414466674558,0.5746418846927903,False,0.3005800876050669,0.18148455072806913,False,0.32307328045459927,0.5662365336805967,False,0.38629099088433766,0.9476737303184563,False,obelix_wrong_ionic,0.26873446193915,0.038600822559953785,obelix_wrong_ionic,0.26873446193915,0.047923009976355235,obelix_wrong_ionic,0.26873446193915,0.02989679007899848
tri-oer-f8cfffa33173fe54b8f3,3496,tri-cluster-130,0.07902213803717296,0.02267077068781816,False,0.09713507754232271,0.4869184325796141,False,0.7309695749970404,0.12164081922576063,False,0.8958801941517699,0.07641766307564817,False,0.5050905646975258,0.10187048656327691,False,0.46105126080265185,0.037824079554871555,True,obelix_wrong_ionic,0.07416834379069492,0.038600822559953785,obelix_wrong_ionic,0.07416834379069492,0.047923009976355235,obelix_wrong_ionic,0.07416834379069492,0.02989679007899848
tri-oer-a3613c9fc7cc75c10441,3496,tri-cluster-223,0.39386764531786433,0.43317154019178405,False,0.33881851544927194,0.9945542796259027,False,0.18669350065111873,0.6146560909198532,False,0.20267550609683913,0.40108914407481944,False,0.28909672072925297,0.5877826447259382,False,0.43033029477921153,0.4521131762756008,False,obelix_wrong_ionic,0.595359299159465,0.038600822559953785,obelix_wrong_ionic,0.595359299159465,0.047923009976355235,obelix_wrong_ionic,0.595359299159465,0.02989679007899848
tri-oer-f5edfaef37e7f9b42efb,3496,tri-cluster-182,0.08677637030898544,0.5639872143956435,False,0.07600331478631467,0.6217592044512845,False,0.15993843968272758,0.6584586243636794,False,0.26660352787972064,0.0017757783828578194,False,0.2509766781105718,0.6804782763111163,False,0.2673138392328637,0.42251686989463716,False,obelix_wrong_ionic,0.003906712442287202,0.038600822559953785,obelix_wrong_ionic,0.003906712442287202,0.047923009976355235,obelix_wrong_ionic,0.003906712442287202,0.02989679007899848
tri-oer-9399078177a69341507f,3496,tri-cluster-020,0.6501716585770095,0.6958683556292174,False,0.6420030780158636,0.671836154847875,False,0.8728542677873802,0.38522552385462294,False,0.758967680833432,0.0652302592636439,False,0.36770451047709246,0.29075411388658695,True,0.34876287439327575,0.8304723570498401,False,obelix_wrong_ionic,0.06676926719545401,0.038600822559953785,obelix_wrong_ionic,0.06676926719545401,0.047923009976355235,obelix_wrong_ionic,0.06676926719545401,0.02989679007899848
tri-oer-2736782af27ae972cdaa,3496,tri-cluster-221,0.48076240085237365,0.8922694447732923,False,0.4783946963418965,0.8056706523025926,False,0.7987451166094471,0.7170593109979875,False,0.859121581626613,0.40191784065348646,False,0.2837101929679176,0.49686279152361784,False,0.43050787261749734,0.8162661299869777,False,obelix_wrong_ionic,0.33739789274298565,0.038600822559953785,obelix_wrong_ionic,0.33739789274298565,0.047923009976355235,obelix_wrong_ionic,0.33739789274298565,0.02989679007899848
tri-oer-dde497fab9d11c0dc5b2,3496,tri-cluster-192,0.4203859358352078,0.9537113768201728,False,0.4852610394222801,0.8988990174026281,False,0.9629454244110335,0.7239256540783711,False,0.6933822658932165,0.5815082277731739,False,0.4621167278323665,0.435657629927785,False,0.41061915472948973,0.783355037291346,False,obelix_wrong_ionic,0.42074109151177935,0.038600822559953785,obelix_wrong_ionic,0.42074109151177935,0.047923009976355235,obelix_wrong_ionic,0.42074109151177935,0.02989679007899848
tri-oer-d0edb9ff23fd292f3745,3496,tri-cluster-113,0.16763347934177814,0.5784302119095537,False,0.23191665680123122,0.460104178998461,False,0.9402154611104534,0.5870723333727951,False,0.37326861607671363,0.07008405351012194,False,0.4459571445483604,0.5302474251213448,False,0.32177104297383685,0.7794483248490588,False,obelix_wrong_ionic,0.05954776843849888,0.038600822559953785,obelix_wrong_ionic,0.05954776843849888,0.047923009976355235,obelix_wrong_ionic,0.05954776843849888,0.02989679007899848
tri-oer-da2f4f297669128f9bbb,3496,tri-cluster-002,0.40227299633005803,0.8251450219012667,False,0.4749615248017047,0.9974547176512372,False,0.6827275955960697,0.6721913105244466,False,0.39848466911329466,0.8546821356694685,False,0.34450100627441693,0.40712679057653606,True,0.4386764531786433,0.7885047946016337,False,obelix_wrong_ionic,0.8340239138155559,0.038600822559953785,obelix_wrong_ionic,0.8340239138155559,0.047923009976355235,obelix_wrong_ionic,0.8340239138155559,0.02989679007899848
tri-oer-65d1bdc2f0eb63c0a443,3496,tri-cluster-016,0.29507517461820765,0.6969338226589321,False,0.25346276784657273,0.6729608144903516,False,0.2914644252397301,0.6243636794128092,False,0.04474961524801705,0.5185272877944832,False,0.32194862081212267,0.5096483958801942,False,0.4531786433053155,0.8572274180182313,False,obelix_wrong_ionic,0.48372203149047,0.038600822559953785,obelix_wrong_ionic,0.48372203149047,0.047923009976355235,obelix_wrong_ionic,0.48372203149047,0.02989679007899848
tri-oer-fb4395048eb4f630906c,3496,tri-cluster-046,0.9815319048182787,0.13057890375281164,False,0.9820054457203741,0.5413756363205872,False,0.994317509174855,0.32023203504202674,False,0.9382029122765478,0.37214395643423703,False,0.24564934296199833,0.4819462531076122,True,0.23677045104770925,0.9941399313365692,False,obelix_wrong_ionic,0.37889191428909674,0.038600822559953785,obelix_wrong_ionic,0.37889191428909674,0.047923009976355235,obelix_wrong_ionic,0.37889191428909674,0.02989679007899848
tri-oer-d3ff3335474b2f89c5fe,3496,tri-cluster-192,0.3190481827867882,0.8238427844205043,False,0.43506570380016574,0.8227181247780277,False,0.7758967680833432,0.5113057890375281,False,0.5805611459689831,0.7640582455309577,False,0.32508582928850477,0.28057298449153545,False,0.28388777080620337,0.7997513910263999,False,obelix_wrong_ionic,0.5751154255948857,0.038600822559953785,obelix_wrong_ionic,0.5751154255948857,0.047923009976355235,obelix_wrong_ionic,0.5751154255948857,0.02989679007899848
tri-oer-b64321aaca4ef413008b,3496,tri-cluster-037,0.20362258790102994,0.6983544453652184,False,0.18243163253225997,0.6749733633242572,False,0.4909435302474251,0.7066414111518883,False,0.7616905410204806,0.060376465017165856,False,0.2927666627204925,0.4973363324257133,False,0.3743340831064283,0.8410678347342252,False,obelix_wrong_ionic,0.05682490825145022,0.038600822559953785,obelix_wrong_ionic,0.05682490825145022,0.047923009976355235,obelix_wrong_ionic,0.05682490825145022,0.02989679007899848
tri-oer-3af28a92f17dbc9f9c42,3496,tri-cluster-218,0.36143009352432814,0.25784302119095537,False,0.3035397182431632,0.6231798271575707,False,0.4831301053628507,0.4351840890256896,False,0.5760625073990766,0.01562684976914881,False,0.5133183378714337,0.7101929679176039,True,0.403101692908725,0.3767017876169054,True,obelix_wrong_ionic,0.026044749615248018,0.038600822559953785,obelix_wrong_ionic,0.026044749615248018,0.047923009976355235,obelix_wrong_ionic,0.026044749615248018,0.02989679007899848
tri-oer-a817348fea6830b3fca5,3496,tri-cluster-060,0.25287084171895347,0.4052326269681544,False,0.22777317390789628,0.7757191902450574,False,0.0014798153190481828,0.11578075056232982,False,0.21475079910027228,0.8016455546347816,False,0.5198887178880076,0.14312773765834025,False,0.5303066177341068,0.5085237362377175,False,obelix_wrong_ionic,0.8011720137326862,0.038600822559953785,obelix_wrong_ionic,0.8011720137326862,0.047923009976355235,obelix_wrong_ionic,0.8011720137326862,0.02989679007899848
tri-oer-f6afdbfbf6c844f7528c,3496,tri-cluster-086,0.261394577956671,0.8474014442997514,False,0.31786433053154967,0.780987332780869,False,0.5087013140760033,0.6867526932638807,False,0.4163608381673967,0.7950751746182076,False,0.342843613117083,0.41789984609920683,False,0.49615248017047475,0.6917248727358826,False,obelix_wrong_ionic,0.7777909316917249,0.038600822559953785,obelix_wrong_ionic,0.7777909316917249,0.047923009976355235,obelix_wrong_ionic,0.7777909316917249,0.02989679007899848
tri-oer-c3770947a7438dc44cf4,3496,tri-cluster-115,0.3222445838759323,0.9643660471173198,False,0.3091038238427844,0.8875932283651,False,0.6453178643305315,0.9673256777554161,False,0.7176512371256067,0.32111992423345564,False,0.3282230377648869,0.748431395761809,False,0.44873919734817097,0.8054930744643068,False,obelix_wrong_ionic,0.2832958446785841,0.038600822559953785,obelix_wrong_ionic,0.2832958446785841,0.047923009976355235,obelix_wrong_ionic,0.2832958446785841,0.02989679007899848
tri-oer-3ed5104ddd413b940b59,3496,tri-cluster-011,0.7905765360483011,0.6739670889073044,False,0.8176867526932639,0.33207055759441223,False,0.9611696460281757,0.457677281875222,False,0.8787735290635729,0.5856517106665088,False,0.41127027346987094,0.25263407126790577,False,0.3840416715993844,0.5225523854622943,False,obelix_wrong_ionic,0.5701432461228839,0.038600822559953785,obelix_wrong_ionic,0.5701432461228839,0.047923009976355235,obelix_wrong_ionic,0.5701432461228839,0.02989679007899848
tri-oer-b154bc5e456969a74544,3496,tri-cluster-186,0.7318574641884693,0.2726411743814372,False,0.7202557120871316,0.7515094116254292,False,0.4922457677281875,0.38321297502071744,False,0.5120161003906712,0.9588019415176986,False,0.4749615248017047,0.5412572510950633,False,0.4647803954066532,0.9383212975020717,False,obelix_wrong_ionic,0.9669705220788446,0.038600822559953785,obelix_wrong_ionic,0.9669705220788446,0.047923009976355235,obelix_wrong_ionic,0.9669705220788446,0.02989679007899848
tri-oer-a8ad153a1378de4a5f80,3496,tri-cluster-063,0.24659642476618918,0.7165857700958921,False,0.1800639280217829,0.7408547413282822,False,0.2119095536876998,0.7799218657511543,False,0.1784065348644489,0.8637386054220433,False,0.512963182194862,0.6057771990055641,False,0.5347460636912513,0.7769622351130578,False,obelix_wrong_ionic,0.8888362732331005,0.038600822559953785,obelix_wrong_ionic,0.8888362732331005,0.047923009976355235,obelix_wrong_ionic,0.8888362732331005,0.02989679007899848
