seed,A,B,C,D
20270730,0.1620811710894123,-0.08816643395391634,-0.06995830459436406,-0.2535212112648058
20270731,-0.24317725052979614,-0.12736618078672046,-0.009739928608948636,0.12126375151260742
20270732,-0.29561748211022115,0.1812433351228082,0.17677655459887928,-0.0067792034437859985
20270733,-0.02009478957540712,0.07611374166938872,0.014464408916646234,0.05460258419789227
20270734,0.046578876328843374,-0.06087839470246095,0.04741878393910073,-0.09920134384488792
20270735,0.11871794103983992,0.1970546196005945,0.011923688395617749,-0.14573187650860844
20270736,-0.29509253985381034,-0.08430885250097894,0.0845486996525489,-0.0025527000578149926
20270737,0.25420403758446053,-0.05572195417555628,0.12421633621698894,0.0613307936334728
20270738,-0.26891141977407407,0.184129022026172,-0.07234004260345098,-0.1614380310358932
20270739,-0.3859255482331062,-0.20026727102835185,0.06657767646307823,0.04374685974521017
20270740,0.2747187809649963,-0.015952269180965133,-0.29411764709190447,-0.006683214722458055
20270741,0.08921618622955048,-0.03666802152465546,-0.022605513396069275,-0.15028534147660277
20270742,0.31459039509192743,0.10173096220444744,-0.19435762068358767,-0.012679510157913014
20270743,-0.267324594324695,0.11195385302218515,0.038929717735428214,0.07934367712016965
20270744,-0.25901550832322046,0.1960827250510208,-0.09661337253988841,0.014101343092583176
20270745,0.32309145997574645,0.010579852087488533,0.0856345802058102,0.0191407509623002
20270746,-0.1829408765241609,-0.02683208872202578,0.019314875365882438,0.10171804813220496
20270747,-0.39179290282476115,-0.21130307364527,-0.00029096799355343944,0.004517469197496333
20270748,0.23302336745579214,0.028613895396244145,-0.06792452830952662,0.020688569093713288
20270749,0.10350061494399869,-0.046311975156998995,0.1832978372585203,-0.0535197114354114
20270750,0.2891591925213495,-0.17337518881561162,0.008333083361767574,-0.04419080758135192
20270751,0.3124126346453316,-0.2170894458246761,0.1383597804397154,0.17945991346521453
20270752,0.18495065544870531,-0.28364022507418574,-0.15716771156940681,0.02576997202901128
20270753,-0.18452470230350337,0.023841413209911785,0.12055973844233282,-0.0643514387077615
20270754,0.27016828151942346,-0.15915973119082907,-0.03681195068956503,-0.1742915207512131
20270755,-0.29013708495329193,0.1617754473859779,0.11798602155090135,-0.022410366782533272
20270756,0.13924468310052227,-0.2559352310622651,0.007898131206455732,-0.05315675408289011
20270757,0.29140894504882453,0.048846700139683376,0.020439751629619963,-0.08272727954697966
20270758,0.13029066804117156,-0.07832150212767951,0.1330413654647644,-0.03237519591539039
20270759,-0.2647538771033002,-0.23563943315357577,0.1470798212362087,0.04358187913042777
20270760,-0.2658277589764149,0.13168571211815894,0.12510723821786907,0.06111181936294342
20270761,-0.4084230735078567,-0.24934794578182143,-0.05404205537998727,0.03181126217758872
20270762,-0.35340612536596355,-0.15711995250653868,0.019323874375992336,-0.06490337385539718
20270763,-0.27554668989510717,0.1769388021640484,-0.0045744968058659295,0.07395031084055584
20270764,0.23303536613593862,-0.0629961649246801,-0.21277859437855332,0.025215037233834114
20270765,0.19411464741062034,0.1731292155036825,-0.08758136605958526,-0.1298727399567073
20270766,-0.34012958578382413,0.16631995430759544,0.03927767945967768,-0.041644106818619915
20270767,-0.38109008013405316,-0.16613697416091647,0.16251912291476076,0.10072816444351053
20270768,0.24609892914547707,0.23495550735943135,-0.07557968624301505,-0.13167252848160627
20270769,0.20635930050015783,0.14270951603693421,-0.20094789575407118,-0.033065114849934976
20270770,0.1052884182858322,-0.058385665163276666,-0.0382007979165263,0.05456058913231129
20270771,0.26551579329260505,-0.261121668334527,-0.08487266401650531,-0.024171159889392727
20270772,0.04116147224268346,-0.264661284286678,0.14920658729218175,0.20638474979770266
